Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0016143436509134127+0j),[7.25320446e-16],[1.],[0.08029218],[1.],"(array([0.00905744]), array([1.67225434e-16]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00452872]), array([-0.00784397]))"
(0.007088675353428473+0j),[8.76625199e-16],[1.],[0.16777122],[1.],"(array([0.02798649]), array([1.70440879e-16]))","(array([-5.91269447e-35]), array([-1.62607831e-35]))","(array([-1.07510663e-45]), array([9.84138844e-29]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00452872]), array([-0.00784397]))","(array([0.01399324]), array([-0.02423701]))"
(0.01736129934975911+0j),[1.44864294e-15],[1.],[0.2611102],[1.],"(array([0.04839276]), array([2.62779119e-16]))","(array([-3.73257802e-22]), array([-1.64669227e-23]))","(array([-1.1391407e-22]), array([7.44410298e-22]))","(array([1.92298557e-22]), array([5.3187509e-23]))","(array([-1.02798676e-22]), array([-3.60913593e-22]))","(array([-6.48319438e-23]), array([2.24939799e-22]))","(array([1.88746965e-25]), array([-1.41925617e-25]))","(array([1.78726296e-25]), array([6.85649629e-25]))","(array([0.00452872]), array([-0.00784397]))","(array([0.01399324]), array([-0.02423701]))","(array([0.02419638]), array([-0.04190936]))"
(0.033103055609846804+0j),[-6.11751017e-15],[1.],[0.35739751],[1.],"(array([0.06979738]), array([-1.62578531e-15]))","(array([-9.9677356e-23]), array([7.3586801e-22]))","(array([1.81800804e-22]), array([-2.38998896e-23]))","(array([-1.02256669e-22]), array([-4.19697187e-22]))","(array([-5.80081361e-23]), array([1.69526194e-22]))","(array([1.44964825e-24]), array([2.25686902e-23]))","(array([6.83558045e-24]), array([1.03965703e-22]))","(array([0.00452872]), array([-0.00784397]))","(array([0.01399324]), array([-0.02423701]))","(array([0.02419638]), array([-0.04190936]))","(array([0.03489869]), array([-0.0604463]))"
(0.05451253704688949+0j),[-1.00157406e-14],[1.],[0.45294815],[1.],"(array([0.09145369]), array([-2.65345915e-15]))","(array([7.95726548e-23]), array([6.09291317e-22]))","(array([2.5821381e-23]), array([-1.96916057e-22]))","(array([-1.66303949e-22]), array([3.23835175e-22]))","(array([5.02924004e-22]), array([-2.04921798e-21]))","(array([-8.82792867e-21]), array([2.29545116e-21]))","(array([0.00452872]), array([-0.00784397]))","(array([0.01399324]), array([-0.02423701]))","(array([0.02419638]), array([-0.04190936]))","(array([0.03489869]), array([-0.0604463]))","(array([0.04572685]), array([-0.07920122]))"
(0.081260956342036+0j),[-1.31905652e-14],[1.],[0.54401484],[1.],"(array([0.11251993]), array([-2.62316024e-15]))","(array([-1.90582488e-21]), array([-1.32514763e-20]))","(array([-1.1620737e-21]), array([-1.58330491e-20]))","(array([2.53999586e-21]), array([4.60254188e-21]))","(array([-8.80836298e-21]), array([6.13917893e-21]))","(array([0.00452872]), array([-0.00784397]))","(array([0.01399324]), array([-0.02423701]))","(array([0.02419638]), array([-0.04190936]))","(array([0.03489869]), array([-0.0604463]))","(array([0.04572685]), array([-0.07920122]))","(array([0.05625997]), array([-0.09744512]))"
(0.11254704686969515+0j),[-8.60705239e-15],[1.],[0.62727669],[1.],"(array([0.13219554]), array([-2.90044906e-15]))","(array([1.36957479e-20]), array([-1.43637885e-21]))","(array([7.09037524e-21]), array([1.87835604e-20]))","(array([-1.67810233e-20]), array([1.17869444e-21]))","(array([0.00452872]), array([-0.00784397]))","(array([0.01399324]), array([-0.02423701]))","(array([0.02419638]), array([-0.04190936]))","(array([0.03489869]), array([-0.0604463]))","(array([0.04572685]), array([-0.07920122]))","(array([0.05625997]), array([-0.09744512]))","(array([0.06609777]), array([-0.11448469]))"
(0.1472128452290695+0j),[-3.02861771e-15],[1.],[0.70012812],[1.],"(array([0.14980954]), array([-1.2650975e-15]))","(array([1.20851734e-19]), array([-2.85399205e-19]))","(array([-2.94022533e-20]), array([4.17325381e-20]))","(array([0.00452872]), array([-0.00784397]))","(array([0.01399324]), array([-0.02423701]))","(array([0.02419638]), array([-0.04190936]))","(array([0.03489869]), array([-0.0604463]))","(array([0.04572685]), array([-0.07920122]))","(array([0.05625997]), array([-0.09744512]))","(array([0.06609777]), array([-0.11448469]))","(array([0.07490477]), array([-0.12973887]))"
(0.18388462104324588+0j),[-7.21732082e-15],[1.],[0.76081821],[1.],"(array([0.16486923]), array([-1.7143684e-15]))","(array([-1.01817119e-18]), array([1.56477652e-19]))","(array([0.00452872]), array([-0.00784397]))","(array([0.01399324]), array([-0.02423701]))","(array([0.02419638]), array([-0.04190936]))","(array([0.03489869]), array([-0.06044631]))","(array([0.04572685]), array([-0.07920123]))","(array([0.05625997]), array([-0.09744512]))","(array([0.06609777]), array([-0.1144847]))","(array([0.07490477]), array([-0.12973887]))","(array([0.08243461]), array([-0.14278094]))"
(0.2211184123611061+0j),[-9.00929806e-15],[1.],[0.80848197],[1.],"(array([0.17707944]), array([-1.34032024e-15]))","(array([0.00452872]), array([-0.00784397]))","(array([0.01399325]), array([-0.02423701]))","(array([0.02419638]), array([-0.04190937]))","(array([0.0348987]), array([-0.06044631]))","(array([0.04572685]), array([-0.07920124]))","(array([0.05625997]), array([-0.09744513]))","(array([0.06609778]), array([-0.11448471]))","(array([0.07490478]), array([-0.12973888]))","(array([0.08243462]), array([-0.14278095]))","(array([0.08853972]), array([-0.15335529]))"
(0.25711286226910046+0j),[0.00091959],[1.],[0.84261607],[1.],"(array([0.19081238]), array([-0.00773859]))","(array([0.01399325]), array([-0.02423702]))","(array([0.02419639]), array([-0.04190938]))","(array([0.0348987]), array([-0.06044633]))","(array([0.04572687]), array([-0.07920126]))","(array([0.05625999]), array([-0.09744516]))","(array([0.06609779]), array([-0.11448473]))","(array([0.07490479]), array([-0.1297389]))","(array([0.08243463]), array([-0.14278097]))","(array([0.08853973]), array([-0.15335531]))","(array([0.0932331]), array([-0.1612737]))"
(0.29016634623252646+0j),[0.00343589],[1.],[0.86369314],[1.],"(array([0.20647368]), array([-0.02374125]))","(array([0.0241964]), array([-0.0419094]))","(array([0.03489873]), array([-0.06044637]))","(array([0.0457269]), array([-0.07920131]))","(array([0.05626002]), array([-0.09744522]))","(array([0.06609782]), array([-0.11448479]))","(array([0.07490482]), array([-0.12973896]))","(array([0.08243466]), array([-0.14278103]))","(array([0.08853976]), array([-0.15335537]))","(array([0.09323312]), array([-0.16127374]))","(array([0.09666959]), array([-0.16644512]))"
(0.3192683498106498+0j),[0.00730013],[1.],[0.87332697],[1.],"(array([0.22010755]), array([-0.04069185]))","(array([0.03489879]), array([-0.06044647]))","(array([0.04572699]), array([-0.07920148]))","(array([0.05626015]), array([-0.09744544]))","(array([0.06609796]), array([-0.11448503]))","(array([0.07490496]), array([-0.1297392]))","(array([0.08243481]), array([-0.14278128]))","(array([0.08853993]), array([-0.15335566]))","(array([0.09323329]), array([-0.16127403]))","(array([0.09666973]), array([-0.16644537]))","(array([0.09901009]), array([-0.16905543]))"
(0.34379903372409637+0j),[0.0122806],[1.],[0.87343388],[1.],"(array([0.23187647]), array([-0.05823059]))","(array([0.04572762]), array([-0.0792026]))","(array([0.05626098]), array([-0.09744694]))","(array([0.06609891]), array([-0.11448673]))","(array([0.07490591]), array([-0.12974087]))","(array([0.08243577]), array([-0.14278289]))","(array([0.08854104]), array([-0.15335753]))","(array([0.0932344]), array([-0.161276]))","(array([0.0966708]), array([-0.16644731]))","(array([0.09901099]), array([-0.169057]))","(array([0.10040839]), array([-0.16947951]))"
